InChI_Key,set,smiles,molecule_chembl_id,molwt,scf,id,ina_dir
QFIGEICYFVBHEQ-NZFPMDFQSA-N,PubChem,C[C@@H]1CC[C@@]2(O[C@H](CCO)C[C@H](O)[C@H]2O)O1,CHEMBL1509397,232.276,CCCC1CC(C)C(C)C2(CCC(C)C2)C1,DCM-101725,/tmp/temp/ina_vdni7tn2
LGNGFMVDHKQWFD-PCXUCGPOSA-N,PubChem,O=C(CC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O)N[C@H](Cc1ccccc1)C(=O)NC1CCCCC1,CHEMBL2358315,514.5790000000004,CC1CCC(C2CC(CCC(C)CC(CC3CCCCC3)C(C)CC3CCCCC3)C(C)C2C)C(C)C1,DCM-73121,/tmp/temp/ina_vdni7tn2
YLZBIUIUXVYRRQ-UHFFFAOYSA-N,PubChem,CN(C)CCN1CC(C(=O)O)CC1=O,CHEMBL2139871,200.238,CC(C)CCC1CC(C(C)C)CC1C,DCM-49948,/tmp/temp/ina_vdni7tn2
FJOLCXHDKSIBGN-UHFFFAOYSA-N,PubChem,Cc1ccc(NC(=O)c2cc(-c3ccc(F)cc3)on2)cc1C,CHEMBL1719574,310.32800000000003,CC1CCC(C2CCC(C(C)CC3CCC(C)C(C)C3)C2)CC1,DCM-68616,/tmp/temp/ina_vdni7tn2
ZSCKQVNDKJGPRO-UHFFFAOYSA-N,PubChem,COCCN(C(=O)COC(=O)C1CC1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,CHEMBL1360070,416.43400000000025,CCCCC(C(C)CCC(C)C1CC1)C1C(C)CC(C)C(CC2CCCCC2)C1C,DCM-15156,/tmp/temp/ina_vdni7tn2
WDONKEDHNAQCOI-UHFFFAOYSA-N,PubChem,O=c1oc2ccc(C#CC3(O)CCCCC3)cc2cc1-n1cc(-c2ccsc2)nn1,CHEMBL1358315,417.4900000000003,CC1CC2CCC(CCC3(C)CCCCC3)CC2CC1C1CCC(C2CCCC2)C1,DCM-113179,/tmp/temp/ina_vdni7tn2
FENFKTYHIZESSW-UHFFFAOYSA-N,PubChem,COc1ccc(C(=O)N(C)C2CCCN(Cc3ccccc3F)C2)cc1C,CHEMBL1562087,370.4680000000002,CCC1CCC(C(C)C(C)C2CCCC(CC3CCCCC3C)C2)CC1C,DCM-24342,/tmp/temp/ina_vdni7tn2
FSRPTTPPFUXNSC-UHFFFAOYSA-N,PubChem,Cc1cc(=O)c(C(=O)Nc2cccc(C(=O)NC3CC3)c2)nn1-c1ccccc1,not found,388.4270000000001,CC(CC1CC1)C1CCCC(CC(C)C2CC(C3CCCCC3)C(C)CC2C)C1,DCM-109336,/tmp/temp/ina_vdni7tn2
CFJZMADAGPVECG-UHFFFAOYSA-N,PubChem,O=C(NS(=O)(=O)c1ccccc1Cl)c1ccc[nH]1,CHEMBL1519272,284.72399999999993,CC(CC(C)(C)C1CCCCC1C)C1CCCC1,DCM-26483,/tmp/temp/ina_vdni7tn2
APLLVNZIAHRDGI-UHFFFAOYSA-N,PubChem,COc1cc([N+](=O)[O-])c2nc(C=NNC(N)=S)ccc2c1,CHEMBL1724110,305.319,CCC1CC2CCC(CCCC(C)C)CC2C(C(C)C)C1,DCM-92099,/tmp/temp/ina_vdni7tn2
CFEBGEHJRYCBKB-UHFFFAOYSA-O,PubChem,CCc1ccc2[n+](c1)/C(=C(\O)Nc1cc(C)cc(C)c1)C(=S)N2c1ccc(OC)cc1,not found,432.5690000000002,CCC1CCC(C2C3CCC(CC)CC3C(C(C)CC3CC(C)CC(C)C3)C2C)CC1,DCM-70678,/tmp/temp/ina_vdni7tn2
ZOZDLLMOCNDCBA-JGVFFNPUSA-N,Novartis,CC(C)(C)[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,not found,210.277,CC1CC(C(C)(C)C)C(C)C2CCCC12,DCM-113463,/tmp/temp/ina_vdni7tn2
GAQMXNGFJJSBIO-UHFFFAOYSA-N,PubChem,NC(=O)CC(NC(=O)c1cccc(Br)c1)c1ccc(NCC2CC2)c([N+](=O)[O-])c1,CHEMBL1513837,461.3160000000003,CC(C)CC(CC(C)C1CCCC(C)C1)C1CCC(CCC2CC2)C(C(C)C)C1,DCM-8777,/tmp/temp/ina_vdni7tn2
ADSWDTVZBYNMJU-LZYBPNLTSA-N,PubChem,CCn1nc(C)c(/C=N/NC(=O)Cn2nc(C)cc2C)c1C,CHEMBL3209679,302.382,CCC1CC(C)C(CCCC(C)CC2CC(C)CC2C)C1C,DCM-77798,/tmp/temp/ina_vdni7tn2
KDYGHSDZXZOKJL-UHFFFAOYSA-N,PubChem,O=C(c1ccco1)N1CCN(C(=O)c2ccccc2OCc2ccccc2)CC1,CHEMBL1888159,390.43900000000014,CC(C1CCCC1)C1CCC(C(C)C2CCCCC2CCC2CCCCC2)CC1,DCM-84260,/tmp/temp/ina_vdni7tn2
LOEJWLFTVIONJX-VMPITWQZSA-N,PubChem,Cc1cc(C(=O)N2CCN(C/C=C/c3ccccc3)CC2)no1,CHEMBL1406846,311.3850000000001,CC1CCC(C(C)C2CCC(CCCC3CCCCC3)CC2)C1,DCM-3514,/tmp/temp/ina_vdni7tn2
CRYCNRPAAMAMPU-UHFFFAOYSA-N,PubChem,COc1ccc(N(C)C(=O)c2cn(CC(C)C)c(=O)c3cc(OC)c(OC)cc23)c(OC)c1,CHEMBL1729880,454.52300000000025,CCC1CCC(C(C)C(C)C2CC(CC(C)C)C(C)C3CC(CC)C(CC)CC32)C(CC)C1,DCM-14476,/tmp/temp/ina_vdni7tn2
XGOYDHQAKRRYJJ-UHFFFAOYSA-N,PubChem,CN(CC(=O)NCCc1ccccc1)CC(=O)Nc1cccc(F)c1,not found,343.402,CC(CCCC1CCCCC1)CC(C)CC(C)CC1CCCC(C)C1,DCM-44016,/tmp/temp/ina_vdni7tn2
VNXOUPCRZLYZDK-UHFFFAOYSA-N,PubChem,Cc1ccc2cc(C3CC(c4ccco4)=NN3C(=O)CCC(=O)O)c(Cl)nc2c1,CHEMBL1443161,411.84500000000014,CC(C)CCC(C)C1CC(C2CCCC2)CC1C1CC2CCC(C)CC2CC1C,DCM-107234,/tmp/temp/ina_vdni7tn2
SEGRMUXZQBZRAF-UHFFFAOYSA-N,PubChem,CC1CCN(C(=O)c2ccccc2NC(=O)c2cccc(S(=O)(=O)N(C)C)c2)CC1,CHEMBL1516730,429.5420000000003,CC1CCC(C(C)C2CCCCC2CC(C)C2CCCC(C(C)(C)C(C)C)C2)CC1,DCM-42880,/tmp/temp/ina_vdni7tn2
PWGRKAHKFWQADY-UHFFFAOYSA-N,PubChem,O=C(OCc1nc(=O)c2sccc2[nH]1)c1cccc(S(=O)(=O)N2CCOCC2)c1,CHEMBL1553392,435.4830000000002,CC(CCC1CC(C)C2CCCC2C1)C1CCCC(C(C)(C)C2CCCCC2)C1,DCM-31666,/tmp/temp/ina_vdni7tn2
ANRNYGXDGQPCFT-UHFFFAOYSA-N,PubChem,CNC(=O)c1csc(-c2ccncc2)n1,CHEMBL1540660,219.269,CCC(C)C1CCC(C2CCCCC2)C1,DCM-82325,/tmp/temp/ina_vdni7tn2
FZBZZXRKBBACNV-UHFFFAOYSA-N,PubChem,Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)Nc1ccc(F)cc1Cl,CHEMBL1316575,333.728,CC1CCC(CC(C)(C)C2C(C)CC(C)CC2C)C(C)C1,DCM-79256,/tmp/temp/ina_vdni7tn2
OOBMUNHFJVFSRW-UHFFFAOYSA-N,PubChem,CC(C)c1ccc(S(=O)(=O)N(C)C2(C)CCS(=O)(=O)C2)cc1,CHEMBL1871719,345.48600000000016,CC(C)C1CCC(C(C)(C)C(C)C2(C)CCC(C)(C)C2)CC1,DCM-8333,/tmp/temp/ina_vdni7tn2
BDHVYIYKWYEFKQ-UHFFFAOYSA-N,Novartis,COC(=O)CN1C(=O)C(O)(CC(=O)c2ccc(Br)cc2)c2ccccc21,CHEMBL1327622,418.24300000000005,CCC(C)CC1C2CCCCC2C(C)(CC(C)C2CCC(C)CC2)C1C,DCM-118257,/tmp/temp/ina_vdni7tn2
MWSSEDWUSFBOFI-UHFFFAOYSA-N,PubChem,CC1CCC(NC(=O)c2ccc(Br)o2)CC1,CHEMBL2140819,286.16900000000004,CC1CCC(CC(C)C2CCC(C)C2)CC1,DCM-106326,/tmp/temp/ina_vdni7tn2
IBWSHODMNZPYJC-UHFFFAOYSA-N,PubChem,CN(CCOC(=O)c1ccc2c(c1)OCO2)C(C)(C)C,CHEMBL1907496,279.3359999999999,CC(CCCC(C)C(C)(C)C)C1CCC2CCCC2C1,DCM-70621,/tmp/temp/ina_vdni7tn2
DKXMFTIBGWJXQM-UHFFFAOYSA-N,PubChem,COc1ccc(C(=O)N(C)CCCC2CCCC2)cc1OC1CCN(C(C)=O)CC1,CHEMBL1550495,416.5620000000004,CCC1CCC(C(C)C(C)CCCC2CCCC2)CC1CC1CCC(C(C)C)CC1,DCM-110907,/tmp/temp/ina_vdni7tn2
IEGBXCXCRIFVBG-UHFFFAOYSA-N,PubChem,Cc1n[nH]c2ccc([N+](=O)[O-])cc2c1=O,not found,205.173,CC(C)C1CCC2CCC(C)C(C)C2C1,DCM-104567,/tmp/temp/ina_vdni7tn2
XTQWXBZMWQFCDC-UHFFFAOYSA-N,PubChem,O=C(NCCOc1ccc(F)cc1)C1CCC(=O)N(CC2CCCCC2)C1,CHEMBL1343117,376.4720000000002,CC1CCC(CCCCC(C)C2CCC(C)C(CC3CCCCC3)C2)CC1,DCM-110867,/tmp/temp/ina_vdni7tn2
ZFSXVLJIWJJACY-UHFFFAOYSA-N,PubChem,CCNC(=O)C1CCCN(C(=O)c2c(-c3ccccc3)noc2C)CC1,CHEMBL2139008,355.43800000000005,CCCC(C)C1CCCC(C(C)C2C(C)CCC2C2CCCCC2)CC1,DCM-49148,/tmp/temp/ina_vdni7tn2
RTLDIGDDKDWOPF-UHFFFAOYSA-N,PubChem,CC(=O)C1(O)C(C)CC2C3CCC4CC(O)CCC4(C)C3=CCC21C,CHEMBL1468425,346.5110000000001,CC1CCC2(C)C(CCC3C2CCC2(C)C3CC(C)C2(C)C(C)C)C1,DCM-28467,/tmp/temp/ina_vdni7tn2
LLPHUERPRUVARN-ACXCVDCASA-N,PubChem,Cc1ccc([C@H]2N[C@]3(CCCN(Cc4ccc(F)cc4)C3=O)[C@H]3C(=O)N(Cc4ccccc4)C(=O)[C@@H]23)cc1,CHEMBL2220715,511.5970000000004,CC1CCC(CC2CCCC3(CC(C4CCC(C)CC4)C4C(C)C(CC5CCCCC5)C(C)C43)C2C)CC1,DCM-9705,/tmp/temp/ina_vdni7tn2
DBYKXIZNTZGGTH-UHFFFAOYSA-N,PubChem,O=C(NNC(=O)C1CCN(Cc2cccc(F)c2)CC1)c1cccs1,CHEMBL1324827,361.442,CC1CCCC(CC2CCC(C(C)CCC(C)C3CCCC3)CC2)C1,DCM-90302,/tmp/temp/ina_vdni7tn2
IFNWWRVOHBTVKL-UHFFFAOYSA-N,PubChem,CC12CCC(=O)N1C(C(=O)NNC(=O)c1ccccc1Cl)CS2,CHEMBL1868322,353.8310000000002,CC1CCCCC1C(C)CCC(C)C1CCC2(C)CCC(C)C12,DCM-80007,/tmp/temp/ina_vdni7tn2
IUDGVUZMNVYJLD-UHFFFAOYSA-N,PubChem,NS(=O)(=O)c1ccc(CCNC(=O)Cc2ccc(S(=O)(=O)N3CCOCC3)s2)cc1,CHEMBL1883649,473.5980000000002,CC(CCCC1CCC(C(C)(C)C)CC1)CC1CCC(C(C)(C)C2CCCCC2)C1,DCM-111005,/tmp/temp/ina_vdni7tn2
XQNSUBKJGIAELC-UHFFFAOYSA-N,PubChem,COc1cccc(NC(=O)CN(C)C(=O)c2cc(S(=O)(=O)NCc3ccccc3)ccc2C)c1,CHEMBL1487589,481.5740000000003,CCC1CCCC(CC(C)CC(C)C(C)C2CC(C(C)(C)CCC3CCCCC3)CCC2C)C1,DCM-40639,/tmp/temp/ina_vdni7tn2
LCEKKCKJHKVBHF-WLRTZDKTSA-N,PubChem,COc1ccc([N+](=O)[O-])cc1/C=N/NC(=O)c1nonc1N,CHEMBL3214268,306.23800000000006,CCC1CCC(C(C)C)CC1CCCC(C)C1CCCC1C,DCM-70337,/tmp/temp/ina_vdni7tn2
PIXGXTBTABVPIZ-UHFFFAOYSA-N,PubChem,Cc1cccc(C(=O)OCC(=O)N(C)C(c2ccccc2)c2ccccc2)c1[N+](=O)[O-],CHEMBL1314006,418.4490000000002,CC(C)C1C(C)CCCC1C(C)CCC(C)C(C)C(C1CCCCC1)C1CCCCC1,DCM-23117,/tmp/temp/ina_vdni7tn2
OJAAJCMUGDHPCL-UHFFFAOYSA-N,PubChem,COc1ccc(N2CCN(Cc3nc4c(c(=O)n(C)c(=O)n4C)n3Cc3ccccc3C)CC2)cc1,CHEMBL1341699,488.5920000000002,CCC1CCC(C2CCC(CC3CC4C(C)C(C)C(C)C(C)C4C3CC3CCCCC3C)CC2)CC1,DCM-53628,/tmp/temp/ina_vdni7tn2
WUQWRNFQUYICIZ-UHFFFAOYSA-N,PubChem,O=C(COc1ccccc1)N1CCN=C1SCc1cccc(F)c1,CHEMBL1584390,344.41100000000006,CC1CCCC(CCC2CCCC2C(C)CCC2CCCCC2)C1,DCM-108170,/tmp/temp/ina_vdni7tn2
HFUDDSQPASLCSY-UXBLZVDNSA-N,PubChem,Cc1ccc(S(=O)(=O)N2CCN(C(=O)COC(=O)/C=C/c3ccc(F)cc3)CC2)c(C)c1,CHEMBL1456920,460.52700000000016,CC1CCC(CCC(C)CCC(C)C2CCC(C(C)(C)C3CCC(C)CC3C)CC2)CC1,DCM-109879,/tmp/temp/ina_vdni7tn2
CRUADGXOYXGWJF-UHFFFAOYSA-N,PubChem,CCCn1cc(CN2CCC(N3CCC(C(=O)N4CCOCC4)CC3)CC2)c(C)n1,CHEMBL1498198,417.5980000000002,CCCC1CC(C)C(CC2CCC(C3CCC(C(C)C4CCCCC4)CC3)CC2)C1,DCM-70572,/tmp/temp/ina_vdni7tn2
BYHCVTQDCWMARG-UHFFFAOYSA-N,PubChem,Cc1ccc(S(=O)(=O)N2CCN(C(=O)COc3ccc(-c4nnco4)cc3)CC2)cc1,CHEMBL1558484,442.4970000000001,CC1CCC(C(C)(C)C2CCC(C(C)CCC3CCC(C4CCCC4)CC3)CC2)CC1,DCM-12364,/tmp/temp/ina_vdni7tn2
LSRUZUWKRWNPDM-UHFFFAOYSA-N,PubChem,CCCCn1c(CNC(=O)CCC)nc2ccccc21,CHEMBL1384180,273.38,CCCCC1C(CCC(C)CCC)CC2CCCCC21,DCM-92180,/tmp/temp/ina_vdni7tn2
MZLZYZNFYDYQIT-UHFFFAOYSA-N,PubChem,CCC1Sc2ccc(S(=O)(=O)CCC(=O)NCc3ccco3)cc2NC1=O,CHEMBL1467050,408.5010000000002,CCC1CC2CCC(C(C)(C)CCC(C)CCC3CCCC3)CC2CC1C,DCM-24159,/tmp/temp/ina_vdni7tn2
XNTYYYINMGRBQW-VMODGNQOSA-N,PubChem,CC(CCC(=O)O)C1CC[C@H]2C3CCC4CC(=O)CCC4(C)[C@H]3CC(=O)C12C,not found,388.5480000000001,CC(C)CCC(C)C1CCC2C3CCC4CC(C)CCC4(C)C3CC(C)C12C,DCM-14475,/tmp/temp/ina_vdni7tn2
XOXHNCQEJNHCDW-UHFFFAOYSA-N,PubChem,CSc1sc(C(=O)O)c2c1C(=O)CC(C)(C)C2,CHEMBL2141310,270.375,CCC1CC(C(C)C)C2CC(C)(C)CC(C)C12,DCM-106777,/tmp/temp/ina_vdni7tn2
LZJBRFSGLYRHHP-UHFFFAOYSA-N,PubChem,CCC(=O)N1CCC(C)(C(=O)Nc2cc(OC)c(OC)c(OC)c2)C1,CHEMBL3187313,350.41500000000013,CCC(C)C1CCC(C)(C(C)CC2CC(CC)C(CC)C(CC)C2)C1,DCM-41622,/tmp/temp/ina_vdni7tn2
XIZVQVUTJZRJAK-UHFFFAOYSA-N,PubChem,CS(=O)(=O)Nc1ccc(C(=O)N2CCN(c3ccccc3F)CC2)cc1,CHEMBL1891662,377.441,CC1CCCCC1C1CCC(C(C)C2CCC(CC(C)(C)C)CC2)CC1,DCM-43086,/tmp/temp/ina_vdni7tn2
LNTYMIDYBSHVHL-UHFFFAOYSA-N,PubChem,CC(C)C(=O)Nc1ccc(C(=O)Nc2ccc(Br)cc2F)cc1,CHEMBL1536538,379.2290000000001,CC1CCC(CC(C)C2CCC(CC(C)C(C)C)CC2)C(C)C1,DCM-27343,/tmp/temp/ina_vdni7tn2
RVWDUMKNJFNWNK-UHFFFAOYSA-N,PubChem,Cc1cccc(Cc2ccc(Cl)nn2)c1,CHEMBL1882557,218.687,CC1CCC(CC2CCCC(C)C2)CC1,DCM-69689,/tmp/temp/ina_vdni7tn2
NOJNAJJRIVJHQE-UHFFFAOYSA-N,PubChem,CC1(C)CC(=O)C2=C(C1)N(c1ccc(F)cc1)C(=O)NC2(C(F)(F)F)C(F)(F)F,CHEMBL1521809,424.316,CC1CCC(C2C(C)CC(C(C)(C)C)(C(C)(C)C)C3C(C)CC(C)(C)CC23)CC1,DCM-98105,/tmp/temp/ina_vdni7tn2
CGVCMMWPDYGDQV-UHFFFAOYSA-N,PubChem,COc1cccc(NS(=O)(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)c1,CHEMBL1729230,396.4900000000001,CCC1CCCC(CC(C)(C)C2CCC(C(C)(C)C3CCCC3)CC2)C1,DCM-78035,/tmp/temp/ina_vdni7tn2
XUMNPGGOHYHQKV-UHFFFAOYSA-N,PubChem,O=C(NCc1ccccc1)C(c1ccco1)N(C(=O)c1ccccn1)c1ccc(F)cc1,CHEMBL1507889,429.45100000000014,CC1CCC(C(C(C)C2CCCCC2)C(C(C)CCC2CCCCC2)C2CCCC2)CC1,DCM-52488,/tmp/temp/ina_vdni7tn2
KNGPIBWCWOQBEK-UHFFFAOYSA-N,PubChem,COc1ccc2oc(=O)cc(C)c2c1,CHEMBL1562020,190.198,CCC1CCC2CC(C)CC(C)C2C1,DCM-88833,/tmp/temp/ina_vdni7tn2
WSWUEHLQIDTQLU-UHFFFAOYSA-N,PubChem,CC1=NC(C)(C)Cc2c(C)cccc21,CHEMBL1624847,187.286,CC1CC(C)(C)CC2C(C)CCCC12,DCM-7744,/tmp/temp/ina_vdni7tn2
ZUAMAFJSSBUUKM-UHFFFAOYSA-N,PubChem,O=C(COC(=O)Cc1ccc(F)cc1)NC1CCCCC1,CHEMBL1864053,293.338,CC1CCC(CC(C)CCC(C)CC2CCCCC2)CC1,DCM-38854,/tmp/temp/ina_vdni7tn2
HOIBJEGPZNAFMN-UHFFFAOYSA-N,PubChem,O=C(COC(=O)Cc1ccccc1[N+](=O)[O-])NCC1CCCCC1,CHEMBL1872958,334.372,CC(CCC(C)CC1CCCCC1C(C)C)CCC1CCCCC1,DCM-82552,/tmp/temp/ina_vdni7tn2
RJHWXEXRUKQHOL-UHFFFAOYSA-N,PubChem,N#Cc1ccccc1NC(=O)CNc1cc(S(=O)(=O)N2CCOCC2)ccc1NCC1CCCO1,CHEMBL1338182,499.5930000000003,CCC1CCCCC1CC(C)CCC1CC(C(C)(C)C2CCCCC2)CCC1CCC1CCCC1,DCM-86633,/tmp/temp/ina_vdni7tn2
RMQJFYAFGGOKQJ-UHFFFAOYSA-N,PubChem,COc1ccc(C2CCCN2)c(OC)c1,CHEMBL1384499,207.273,CCC1CCC(C2CCCC2)C(CC)C1,DCM-45978,/tmp/temp/ina_vdni7tn2
GBWHATWHNVMJFY-UHFFFAOYSA-N,both,CCOc1ccc(N(CC(=O)O)S(=O)(=O)c2cccnc2)cc1,CHEMBL1373298,336.369,CCCC1CCC(C(CC(C)C)C(C)(C)C2CCCCC2)CC1,DCM-730,/tmp/temp/ina_vdni7tn2
VTVVZYNTKBQLAD-UHFFFAOYSA-N,PubChem,CC1CCCCN1C(=O)CCS(=O)(=O)c1cc2c(cc1Cl)NC(=O)CO2,CHEMBL1357104,400.8840000000001,CC1CCC2CC(C(C)(C)CCC(C)C3CCCCC3C)C(C)CC2C1,DCM-39246,/tmp/temp/ina_vdni7tn2
JPMUIENXRSMASM-UHFFFAOYSA-N,PubChem,Cc1nn(-c2ccc(F)cc2)c(Cl)c1C(=O)NCC1CCCO1,CHEMBL1881794,337.782,CC1CCC(C2CC(C)C(C(C)CCC3CCCC3)C2C)CC1,DCM-110591,/tmp/temp/ina_vdni7tn2
SFEGLHPXAUSRTL-UHFFFAOYSA-N,PubChem,O=C(CSc1nnc(-c2ccc(Cl)cc2)o1)NNC(=O)c1ccncc1,CHEMBL1894319,389.8240000000001,CC(CCC1CCC(C2CCC(C)CC2)C1)CCC(C)C1CCCCC1,DCM-79914,/tmp/temp/ina_vdni7tn2
HSAZDOGGVQDIHR-UHFFFAOYSA-N,PubChem,CCCOc1ccc(F)cc1-c1cc(C(=O)Nc2ccc(OC)cc2C)[nH]n1,CHEMBL2133362,383.4230000000002,CCCCC1CCC(C)CC1C1CCC(C(C)CC2CCC(CC)CC2C)C1,DCM-25653,/tmp/temp/ina_vdni7tn2
GQFQSTFIMMNJGW-UHFFFAOYSA-N,PubChem,CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1cccnc1,CHEMBL1363924,344.4000000000001,CCC1C(CCC(C)CC2CCC(C)C2)CCC1C1CCCCC1,DCM-42186,/tmp/temp/ina_vdni7tn2
ZNHPUCRSOIGSMH-UHFFFAOYSA-N,PubChem,CCc1ccc(NC(=O)CCC(=O)c2ccccc2)cc1,CHEMBL1371267,281.355,CCC1CCC(CC(C)CCC(C)C2CCCCC2)CC1,DCM-43834,/tmp/temp/ina_vdni7tn2
ITXXYVWBCSEMRU-UHFFFAOYSA-N,PubChem,O=C(NCc1ccon1)c1ccc(OC2CCN(CCc3ccccc3)CC2)cc1,CHEMBL1891286,405.49800000000016,CC(CCC1CCCC1)C1CCC(CC2CCC(CCC3CCCCC3)CC2)CC1,DCM-54945,/tmp/temp/ina_vdni7tn2
FTDYMXHCUFFFRQ-UHFFFAOYSA-N,Novartis,CC12CCC(C(=O)N(CCCCN3C(=O)C4CCC(C)(C3=O)C4(C)C)C1=O)C2(C)C,not found,416.5620000000002,CC1C(CCCCC2C(C)C3CCC(C)(C2C)C3(C)C)C(C)C2(C)CCC1C2(C)C,DCM-118358,/tmp/temp/ina_vdni7tn2
ZHVMKRAQBNMRAZ-UHFFFAOYSA-N,PubChem,C=C(C)c1cccc(C(C)(C)NC(=O)NC2CC(C)(C)NC(C)(C)C2)c1,CHEMBL1891755,357.5420000000002,CC(CC1CC(C)(C)CC(C)(C)C1)CC(C)(C)C1CCCC(C(C)C)C1,DCM-3457,/tmp/temp/ina_vdni7tn2
CVDUBEHDASAATI-UHFFFAOYSA-N,PubChem,COc1ccc(Cl)cc1NC(=O)c1cc(C)no1,CHEMBL1879537,266.684,CCC1CCC(C)CC1CC(C)C1CCC(C)C1,DCM-54425,/tmp/temp/ina_vdni7tn2
OHUSRDUTAPYJRF-CMDGGOBGSA-N,PubChem,O=C(N/C=C/n1cnc2cc(C(F)(F)F)ccc21)c1ccccc1,CHEMBL1501075,331.297,CC(CCCC1CCC2CC(C(C)(C)C)CCC21)C1CCCCC1,DCM-98396,/tmp/temp/ina_vdni7tn2
ZZMZDWBELWZQIB-UHFFFAOYSA-N,PubChem,CCN(C(=O)CSc1nnc(CNc2cccc(OC)c2)n1C1CCCCC1)C1CCS(=O)(=O)C1,CHEMBL1360683,521.7090000000004,CCC1CCCC(CCC2CCC(CCC(C)C(CC)C3CCC(C)(C)C3)C2C2CCCCC2)C1,DCM-56171,/tmp/temp/ina_vdni7tn2
QGGBGUQFTQRWED-UHFFFAOYSA-N,PubChem,Cc1cc(=O)c(C(=O)Nc2cccc(N3CCCC3=O)c2)nn1-c1ccccc1Cl,CHEMBL1519896,422.8720000000002,CC(CC1CCCC(C2CCCC2C)C1)C1CC(C2CCCCC2C)C(C)CC1C,DCM-70829,/tmp/temp/ina_vdni7tn2
LHFOMDUUSOWVPJ-UHFFFAOYSA-N,PubChem,CCCCn1cnc2cc(C)c(C)cc21,CHEMBL1411641,202.301,CCCCC1CCC2CC(C)C(C)CC12,DCM-74847,/tmp/temp/ina_vdni7tn2
VYSNJZIAYAHDLB-UHFFFAOYSA-N,PubChem,Oc1cccnc1Sc1cccc(C(F)(F)F)c1,CHEMBL1735927,271.263,CC1CCCCC1CC1CCCC(C(C)(C)C)C1,DCM-66144,/tmp/temp/ina_vdni7tn2
SDVLONMCCQSNTK-UHFFFAOYSA-N,PubChem,CCN(C(=O)c1cn(CC)c(=O)c2cc(OC)c(OC)cc12)c1ccccc1C,CHEMBL1482144,394.4710000000001,CCC1CC2C(C)C(CC)CC(C(C)C(CC)C3CCCCC3C)C2CC1CC,DCM-44885,/tmp/temp/ina_vdni7tn2
SFDBENRAJIXSDN-UHFFFAOYSA-N,PubChem,CCOC(=O)N1CCN(C(=O)c2cccc(OC)c2OC)CC1,CHEMBL1603214,322.3610000000001,CCCC(C)C1CCC(C(C)C2CCCC(CC)C2CC)CC1,DCM-44385,/tmp/temp/ina_vdni7tn2
ZBYXGERGTYKLET-UHFFFAOYSA-N,PubChem,Cc1c2cnn(CC(=O)NCCCN3CC(C)CC(C)C3)c(=O)c2c(C)n1Cc1ccc(Cl)cc1,CHEMBL1482881,498.0710000000004,CC1CCC(CC2C(C)C3CCC(CC(C)CCCCC4CC(C)CC(C)C4)C(C)C3C2C)CC1,DCM-32268,/tmp/temp/ina_vdni7tn2
KYWMMYWKNSWQLU-UHFFFAOYSA-N,Novartis,COc1ccc(C2CC(c3ccccc3OC)n3ncnc3N2C(=O)c2cccc([N+](=O)[O-])c2)cc1,not found,485.50000000000017,CCC1CCC(C2CC(C3CCCCC3CC)C3CCCC3C2C(C)C2CCCC(C(C)C)C2)CC1,DCM-118153,/tmp/temp/ina_vdni7tn2
XXHHWONTAYXONL-VJBWXMMDSA-N,PubChem,COc1ccc([C@H]2C[C@H](n3cc(C4CC4)nn3)[C@@H](O)CN2C(=O)C2CCCCC2)cc1,not found,424.5450000000002,CCC1CCC(C2CC(C3CCC(C4CC4)C3)C(C)CC2C(C)C2CCCCC2)CC1,DCM-80409,/tmp/temp/ina_vdni7tn2
MOTQNPUEXXXOHJ-UHFFFAOYSA-N,PubChem,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1O,CHEMBL1353626,284.74299999999994,CC1CCC(C(C)CCCC2CCCCC2)C(C)C1,DCM-27756,/tmp/temp/ina_vdni7tn2
RJNAZJPAHWELIT-UHFFFAOYSA-N,PubChem,CCC(C)(C)n1nnnc1C(c1ccccn1)N1CCN(c2cccc(OC)c2)CC1,CHEMBL1705268,421.5490000000002,CCC1CCCC(C2CCC(C(C3CCCCC3)C3CCCC3C(C)(C)CC)CC2)C1,DCM-99590,/tmp/temp/ina_vdni7tn2
OPNWXVNDBQOTJH-UHFFFAOYSA-N,PubChem,Nc1nnc(CC2=CCCCC2)s1,CHEMBL1544853,195.291,CC1CCC(CC2CCCCC2)C1,DCM-26498,/tmp/temp/ina_vdni7tn2
SKNHBZLZGCAJJZ-VCHYOVAHSA-N,Novartis,COc1ccc(NC(=O)C(=O)N/N=C/c2ccc(Br)cc2)cc1,not found,376.21,CCC1CCC(CC(C)C(C)CCCC2CCC(C)CC2)CC1,DCM-119367,/tmp/temp/ina_vdni7tn2
