InChI_Key,set,smiles,molecule_chembl_id,molwt,scf,id,ina_dir
LOUCVMNQSMSTMZ-UHFFFAOYSA-N,PubChem,CC(C)(C)OC(=O)N1CCC(c2c(C(=O)NC3CC3)cnn2-c2ccc(Cl)cc2)CC1,CHEMBL1898957,444.9630000000002,CC1CCC(C2CCC(C(C)CC3CC3)C2C2CCC(C(C)CC(C)(C)C)CC2)CC1,DCM-32557,/tmp/temp/ina_vdni7tn2
PYVJVEREHHPNRQ-UHFFFAOYSA-N,PubChem,CCS(=O)(=O)N1CCC(C(=O)NCc2ccc(OC)cc2OC)CC1,CHEMBL1698897,370.4710000000001,CCC1CCC(CCC(C)C2CCC(C(C)(C)CC)CC2)C(CC)C1,DCM-45361,/tmp/temp/ina_vdni7tn2
XKZMCDYOEUCOIS-UHFFFAOYSA-N,PubChem,CC(C)C(NC(=O)C1(NC(=O)OCc2ccccc2)CCCC1)C(=O)O,CHEMBL1877782,362.42600000000016,CC(CCC1CCCCC1)CC1(C(C)CC(C(C)C)C(C)C)CCCC1,DCM-104507,/tmp/temp/ina_vdni7tn2
IONNDCJVHABYOE-UHFFFAOYSA-N,PubChem,O=c1cc(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)nc2sccn12,CHEMBL1584240,394.422,CC1CC(CC2CCC(C3CCCC(C(C)(C)C)C3)CC2)CC2CCCC12,DCM-83001,/tmp/temp/ina_vdni7tn2
UBDQJUOVMRPZMS-UHFFFAOYSA-N,PubChem,CCSC(=Nc1ccccc1)N1CCOCC1,not found,250.367,CCCC(CC1CCCCC1)C1CCCCC1,DCM-55516,/tmp/temp/ina_vdni7tn2
AETUHKOKVUAZOM-UHFFFAOYSA-N,PubChem,Cc1ccc(C)c(NC(=O)CN(C)S(=O)(=O)c2ccccc2)c1,CHEMBL1313275,332.425,CC1CCC(C)C(CC(C)CC(C)C(C)(C)C2CCCCC2)C1,DCM-74062,/tmp/temp/ina_vdni7tn2
AECJFHHQSIRMIY-UHFFFAOYSA-N,PubChem,CCOc1ccc2[nH]c(=O)c(CN(CCO)C(=O)c3ccccc3F)cc2c1,CHEMBL1529178,384.40700000000015,CCCC1CCC2CC(C)C(CC(CCC)C(C)C3CCCCC3C)CC2C1,DCM-49958,/tmp/temp/ina_vdni7tn2
ONKCPPDXSUYCIN-UHFFFAOYSA-N,PubChem,O=C(NCc1cccc(F)c1)c1cccc2c1C(=O)c1ccc(Cl)cc1S2(=O)=O,CHEMBL1710563,429.8560000000001,CC1CCCC(CCC(C)C2CCCC3C2C(C)C2CCC(C)CC2C3(C)C)C1,DCM-72361,/tmp/temp/ina_vdni7tn2
UWAMHDNLBCXJAV-UHFFFAOYSA-N,PubChem,CCN(CC)S(=O)(=O)c1cccc(NC(=O)CN(C)Cc2cccc(OC)c2)c1,CHEMBL1620166,419.54700000000025,CCC1CCCC(CC(C)CC(C)CC2CCCC(C(C)(C)C(CC)CC)C2)C1,DCM-94244,/tmp/temp/ina_vdni7tn2
UAYLATLMYMPIGP-UHFFFAOYSA-N,PubChem,Cc1cccc(CN2CCN(C3CN(Cc4ccc([N+](=O)[O-])cc4)S(=O)(=O)C3)CC2)c1,CHEMBL1868182,444.5570000000002,CC1CCCC(CC2CCC(C3CC(CC4CCC(C(C)C)CC4)C(C)(C)C3)CC2)C1,DCM-113280,/tmp/temp/ina_vdni7tn2
ILEDDNZAPFCDBH-UHFFFAOYSA-N,PubChem,Cc1ccccc1-c1ncc(CN2CCN(C3CCCC3)C(CCO)C2)cn1,CHEMBL1701066,380.53600000000006,CCCC1CC(CC2CCC(C3CCCCC3C)CC2)CCC1C1CCCC1,DCM-86254,/tmp/temp/ina_vdni7tn2
UWUFRUHNNYYTNL-PJQVPRSSSA-N,PubChem,C[C@H]1COC(=O)[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C/C=C\C[C@H](CC(=O)NCCO)C(=O)N1,CHEMBL1893695,549.6240000000004,CCCCC(C)CC1CCCCC(CC(C)CCC2C3CCCCC3C3CCCCC32)C(C)CCC(C)CC1C,DCM-95858,/tmp/temp/ina_vdni7tn2
BWQGXXHJWUUTNI-UHFFFAOYSA-N,PubChem,COc1ccc(NC(=O)CNC(=O)c2cccs2)cc1Cl,CHEMBL1527839,324.789,CCC1CCC(CC(C)CCC(C)C2CCCC2)CC1C,DCM-82176,/tmp/temp/ina_vdni7tn2
QULUKOICHFEIJD-UHFFFAOYSA-N,PubChem,O=C(Cn1c(=O)sc2ccccc21)NCCOc1ccccc1F,CHEMBL1363736,346.38300000000004,CC(CCCCC1CCCCC1C)CC1C(C)CC2CCCCC21,DCM-13338,/tmp/temp/ina_vdni7tn2
GVSMMLAXPJESQM-UHFFFAOYSA-N,PubChem,CCOc1ccc(CCNC(=O)c2cccc(S(=O)(=O)N3CCCCC3)c2)cc1OCC,CHEMBL1714601,460.59600000000034,CCCC1CCC(CCCC(C)C2CCCC(C(C)(C)C3CCCCC3)C2)CC1CCC,DCM-95055,/tmp/temp/ina_vdni7tn2
QGPQAKMIOLGAKM-UHFFFAOYSA-N,PubChem,CCOC(=O)Cn1c(=O)c2c(nc3n2CCCN3Cc2ccccc2)n(C)c1=O,CHEMBL1883580,397.4350000000002,CCCC(C)CC1C(C)C(C)C2CC3C(CC4CCCCC4)CCCC3C2C1C,DCM-52997,/tmp/temp/ina_vdni7tn2
FKBQMBSPIHMLPC-UHFFFAOYSA-N,PubChem,Cc1csc(N(C(=O)c2ccc(S(=O)(=O)N(C)C)cc2)c2ccccc2)n1,CHEMBL1440500,401.5130000000001,CC1CCC(C(C2CCCCC2)C(C)C2CCC(C(C)(C)C(C)C)CC2)C1,DCM-6318,/tmp/temp/ina_vdni7tn2
UWRLXTRCDSTJIF-VKAVYKQESA-N,PubChem,CN1CCN(C(=O)/C(=C/c2ccco2)NC(=O)c2ccccc2)CC1,CHEMBL1507782,339.3950000000001,CC1CCC(C(C)C(CC(C)C2CCCCC2)CC2CCCC2)CC1,DCM-38368,/tmp/temp/ina_vdni7tn2
OBYQFIXRZBPBCS-UHFFFAOYSA-N,PubChem,COc1cc(C(=O)NCCC(c2ccccc2)c2ccccc2)cc(OC)c1OC,CHEMBL1532540,405.49400000000026,CCC1CC(C(C)CCCC(C2CCCCC2)C2CCCCC2)CC(CC)C1CC,DCM-58668,/tmp/temp/ina_vdni7tn2
NAVSQDYWJRVZRQ-UHFFFAOYSA-N,PubChem,CCN1CCN(C2CCCCC2NS(=O)(=O)c2ccccc2)CC1,CHEMBL1699884,351.516,CCC1CCC(C2CCCCC2CC(C)(C)C2CCCCC2)CC1,DCM-40185,/tmp/temp/ina_vdni7tn2
COEDSEHQQKMYMJ-LBPRGKRZSA-N,PubChem,NC(=O)[C@@H]1CCCN1Cc1nc(Cc2ccccc2F)no1,CHEMBL1891139,304.32500000000005,CC(C)C1CCCC1CC1CCC(CC2CCCCC2C)C1,DCM-94082,/tmp/temp/ina_vdni7tn2
IZBWZINYUGTNLE-UHFFFAOYSA-N,PubChem,COc1ccccc1N(CC(=O)NC(C)(C)C)C(=O)CCC(=O)Nc1nccs1,CHEMBL1889247,418.5190000000002,CCC1CCCCC1C(CC(C)CC(C)(C)C)C(C)CCC(C)CC1CCCC1,DCM-68201,/tmp/temp/ina_vdni7tn2
VYUOXCWFINSTQD-UHFFFAOYSA-N,PubChem,CSc1nc(=O)c2c([nH]1)NC(=O)CC2c1ccc(C(F)(F)F)cc1,CHEMBL1550556,355.341,CCC1CC(C)C2C(CC(C)CC2C2CCC(C(C)(C)C)CC2)C1,DCM-6298,/tmp/temp/ina_vdni7tn2
YJLMEEYGPZWDFK-UHFFFAOYSA-N,PubChem,COc1ccc(-c2noc(N3CCC(C(=O)N(C)c4ccccc4)CC3)n2)cc1,CHEMBL1513330,392.45900000000006,CCC1CCC(C2CCC(C3CCC(C(C)C(C)C4CCCCC4)CC3)C2)CC1,DCM-85567,/tmp/temp/ina_vdni7tn2
SECBDBJQAWLGRE-HNNXBMFYSA-N,PubChem,O=C(O)[C@H](CSCc1ccccc1)NS(=O)(=O)c1ccc(F)cc1,CHEMBL1519663,369.4390000000001,CC1CCC(C(C)(C)CC(CCCC2CCCCC2)C(C)C)CC1,DCM-34972,/tmp/temp/ina_vdni7tn2
ZLTIUPWFRJMYAJ-UHFFFAOYSA-N,Novartis,CC(C)(C)c1ccc(S(=O)(=O)c2nnn3c2nc(Nc2cccc(Cl)c2)c2ccccc23)cc1,not found,492.0040000000001,CC1CCCC(CC2CC3C(CCC3C(C)(C)C3CCC(C(C)(C)C)CC3)C3CCCCC23)C1,DCM-115822,/tmp/temp/ina_vdni7tn2
GUYVCEQETBIWLF-UHFFFAOYSA-N,PubChem,O=C(CCc1ccccc1)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,CHEMBL1320564,374.4620000000001,CC(CCC1CCCCC1)CC1CCC(C(C)(C)C2CCCCC2)CC1,DCM-90035,/tmp/temp/ina_vdni7tn2
JGGFXACFSHGXHL-UHFFFAOYSA-N,PubChem,CC(C)C(=O)N1CCC(n2nccc2NC(=O)CCc2ccccc2)CC1,CHEMBL1716660,368.4810000000001,CC(CCC1CCCCC1)CC1CCCC1C1CCC(C(C)C(C)C)CC1,DCM-87358,/tmp/temp/ina_vdni7tn2
KRYYAONIVGFRHI-UHFFFAOYSA-N,PubChem,O=C(c1ccccc1SCc1ccc(F)cc1)N1CCOCC1,CHEMBL1520933,331.4119999999999,CC1CCC(CCC2CCCCC2C(C)C2CCCCC2)CC1,DCM-81686,/tmp/temp/ina_vdni7tn2
PEFPIHZNMYVTTK-UHFFFAOYSA-N,PubChem,Cc1nnc(SCCn2c(N3CCCCCC3)nc3c2c(=O)[nH]c(=O)n3C)s1,CHEMBL1702583,421.5520000000003,CC1CCC(CCCC2C(C3CCCCCC3)CC3C(C)C(C)CC(C)C32)C1,DCM-26448,/tmp/temp/ina_vdni7tn2
SFBRZJDNFVNCGQ-UHFFFAOYSA-N,PubChem,C=CCNC(=O)Nc1ccc(F)c(Cl)c1,CHEMBL1876401,228.654,CCCCC(C)CC1CCC(C)C(C)C1,DCM-30539,/tmp/temp/ina_vdni7tn2
FTLXYYQOYHPTLD-OUKQBFOZSA-N,PubChem,Cc1cccc(NC(=O)CN(C)C(=O)/C=C/c2ccccc2)c1C,CHEMBL1884552,322.408,CC(CC(C)C(C)CCC1CCCCC1)CC1CCCC(C)C1C,DCM-83045,/tmp/temp/ina_vdni7tn2
JTCYRUWWDBRZHI-UHFFFAOYSA-N,PubChem,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccc3Cl)nc2)cc(OC)c1OC,CHEMBL1392268,441.87100000000027,CCC1CC(C(C)CC2CCC(CC(C)C3CCCCC3C)CC2)CC(CC)C1CC,DCM-11593,/tmp/temp/ina_vdni7tn2
GVFIELPUKRRFGR-UHFFFAOYSA-N,PubChem,CCc1c(N)nc(N)nc1Nc1ccc(C)c(C)c1,CHEMBL1702132,257.34099999999995,CCC1C(C)CC(C)CC1CC1CCC(C)C(C)C1,DCM-73241,/tmp/temp/ina_vdni7tn2
SWVNLWNPMPTJGL-UHFFFAOYSA-N,PubChem,CC1CCN(C(=O)CC(NC(N)=O)c2ccccc2Cl)CC1,CHEMBL1875049,323.82400000000007,CC(C)CC(CC(C)C1CCC(C)CC1)C1CCCCC1C,DCM-6336,/tmp/temp/ina_vdni7tn2
BCLHQLJREALQCL-UHFFFAOYSA-N,PubChem,COc1cccc(COC(=O)C2CC(=O)N(Cc3ccccc3)C2)c1OC,not found,369.41700000000014,CCC1CCCC(CCC(C)C2CC(C)C(CC3CCCCC3)C2)C1CC,DCM-64349,/tmp/temp/ina_vdni7tn2
XKRVGCRMUXFEJR-UHFFFAOYSA-N,PubChem,O=C(Nc1ccc2c(c1)OCCO2)C(c1cc2ccccc2o1)N1CCC(Cc2ccccc2)CC1,CHEMBL1902741,482.5800000000002,CC(CC1CCC2CCCCC2C1)C(C1CCC(CC2CCCCC2)CC1)C1CC2CCCCC2C1,DCM-18017,/tmp/temp/ina_vdni7tn2
HDTQNNDVLOWWCK-UHFFFAOYSA-N,PubChem,O=C(OCC(=O)N1CCCc2ccccc21)c1cc(S(=O)(=O)N2CCOCC2)ccc1F,CHEMBL1485982,462.4990000000003,CC(CCC(C)C1CCCC2CCCCC21)C1CC(C(C)(C)C2CCCCC2)CCC1C,DCM-8111,/tmp/temp/ina_vdni7tn2
LSOZXKRNOZVDKS-UHFFFAOYSA-N,PubChem,COc1ccc(NC(=O)CN2CCC(C(N)=O)CC2)cc1,CHEMBL1878847,291.35100000000006,CCC1CCC(CC(C)CC2CCC(C(C)C)CC2)CC1,DCM-57709,/tmp/temp/ina_vdni7tn2
QIOQITZOTWFCGE-UHFFFAOYSA-N,PubChem,CCC(C)NC(=O)C1CCC(=O)N1Cc1ccc(C)cc1,CHEMBL1300650,288.391,CCC(C)CC(C)C1CCC(C)C1CC1CCC(C)CC1,DCM-52606,/tmp/temp/ina_vdni7tn2
VGWFHIWITRQCAF-UHFFFAOYSA-N,PubChem,Cc1ccc(S(=O)(=O)N2CCCOC2CNC(=O)C(=O)NC2CCCC2)cc1,CHEMBL1893967,409.5080000000002,CC1CCC(C(C)(C)C2CCCCC2CCC(C)C(C)CC2CCCC2)CC1,DCM-24056,/tmp/temp/ina_vdni7tn2
QRGOZYCYXAMNOF-UHFFFAOYSA-N,PubChem,CCc1sc(C(=O)Nc2cccc(-n3cnnn3)c2)cc1C,CHEMBL1366394,313.3860000000001,CCC1CC(C(C)CC2CCCC(C3CCCC3)C2)CC1C,DCM-109377,/tmp/temp/ina_vdni7tn2
SXKIOQXSCADCJN-UHFFFAOYSA-N,Novartis,CCc1cccc(CC)c1NC=C(C#N)C#N,not found,225.295,CCC(CC)CCC1C(CC)CCCC1CC,DCM-114839,/tmp/temp/ina_vdni7tn2
SYHWJXJSDVOQFY-UHFFFAOYSA-N,PubChem,CC1(C(=O)NS(=O)(=O)c2ccc(C#N)cc2)CCN1C(=O)CCC1CCCC1,not found,403.5040000000001,CCC1CCC(C(C)(C)CC(C)C2(C)CCC2C(C)CCC2CCCC2)CC1,DCM-104050,/tmp/temp/ina_vdni7tn2
UNEREHHAHCDCNS-UHFFFAOYSA-N,PubChem,CCCCN1C(=O)c2ccc(C(=O)OCC(=O)NCCc3ccc(S(N)(=O)=O)cc3)cc2C1=O,CHEMBL1868366,487.53400000000033,CCCCC1C(C)C2CCC(C(C)CCC(C)CCCC3CCC(C(C)(C)C)CC3)CC2C1C,DCM-27798,/tmp/temp/ina_vdni7tn2
TZLVIWJDAULYRD-UHFFFAOYSA-N,Novartis,CCOC(=O)NC(NC(=O)OCC)c1ccc(OC)c(OC)c1,not found,326.34900000000005,CCCC(C)CC(CC(C)CCC)C1CCC(CC)C(CC)C1,DCM-114921,/tmp/temp/ina_vdni7tn2
ANFCNSGZSRNCPM-UHFFFAOYSA-N,PubChem,C=CCn1c(SCC(=O)N2CCCC2)nc2cc(C(=O)NCC3CCCO3)ccc2c1=O,CHEMBL1452335,456.56800000000027,CCCC1C(CCC(C)C2CCCC2)CC2CC(C(C)CCC3CCCC3)CCC2C1C,DCM-5389,/tmp/temp/ina_vdni7tn2
DFKCKOFQOFLWAQ-UHFFFAOYSA-N,both,CSc1ccccc1C(=O)C1CCCN(Cc2c(C)n(C)n(-c3ccccc3)c2=O)C1,CHEMBL1560834,435.5930000000001,CCC1CCCCC1C(C)C1CCCC(CC2C(C)C(C)C(C3CCCCC3)C2C)C1,DCM-138,/tmp/temp/ina_vdni7tn2
REDUKFLMFSLJDT-UHFFFAOYSA-N,PubChem,Cc1ccc(NC(=S)N(CCCN(C)C)Cc2cc3cc4c(cc3[nH]c2=O)OCO4)c(C)c1,CHEMBL1544123,466.6070000000002,CC(C)CCCC(CC1CC2CC3CCCC3CC2CC1C)C(C)CC1CCC(C)CC1C,DCM-99439,/tmp/temp/ina_vdni7tn2
QMLARAGTSDDPOQ-UHFFFAOYSA-N,PubChem,CC(C)(C)OC(=O)CNC(=O)c1nc[nH]c1C(=O)N1CCc2ccccc2C1,CHEMBL1472645,384.4360000000002,CC(CCC(C)C1CCCC1C(C)C1CCC2CCCCC2C1)CC(C)(C)C,DCM-48113,/tmp/temp/ina_vdni7tn2
ACQDLKRDWAJZDZ-JOCHJYFZSA-N,PubChem,CC(C)CN1CCC(=O)N([C@H](COc2ccccc2)c2ccccc2)CC1,CHEMBL1865616,366.50500000000005,CC(C)CC1CCC(C)C(C(CCC2CCCCC2)C2CCCCC2)CC1,DCM-48083,/tmp/temp/ina_vdni7tn2
WGJRBEIMQQCBTI-UHFFFAOYSA-N,PubChem,Cc1cc(C)cc(OCC(=O)OCC(=O)N(C)CC(=O)Nc2ccc(F)cc2)c1,CHEMBL1316594,402.42200000000014,CC1CCC(CC(C)CC(C)C(C)CCC(C)CCC2CC(C)CC(C)C2)CC1,DCM-38868,/tmp/temp/ina_vdni7tn2
RSQRQHYLMQEFJB-UHFFFAOYSA-N,PubChem,CCCCN(C(=S)Nc1cccc(SC)c1)C1CCN(C(C)=O)CC1,CHEMBL1468893,379.595,CCCCC(C(C)CC1CCCC(CC)C1)C1CCC(C(C)C)CC1,DCM-62725,/tmp/temp/ina_vdni7tn2
DJLJPRLCKVIPQC-UHFFFAOYSA-N,PubChem,CCOc1ccc(C(=O)COC(=O)C2COc3ccccc3O2)cc1,CHEMBL1725419,342.34700000000004,CCCC1CCC(C(C)CCC(C)C2CCC3CCCCC3C2)CC1,DCM-108256,/tmp/temp/ina_vdni7tn2
ADCKIWCVWKGATK-HNNXBMFYSA-N,PubChem,COc1cc(-c2noc(C)c2C(=O)NCC[C@@H]2CCCN2C)cc(OC)c1OC,CHEMBL1872733,403.4790000000002,CCC1CC(C2CCC(C)C2C(C)CCCC2CCCC2C)CC(CC)C1CC,DCM-64171,/tmp/temp/ina_vdni7tn2
AOXVIQYZVDVTFY-UHFFFAOYSA-N,PubChem,CC(=O)Nc1ccc(N2C(=O)CC(c3ccccc3)CC2=O)cc1,CHEMBL1380110,322.3640000000001,CC(C)CC1CCC(C2C(C)CC(C3CCCCC3)CC2C)CC1,DCM-2499,/tmp/temp/ina_vdni7tn2
VMHWVNDWXCNVTG-UHFFFAOYSA-N,PubChem,CC(C(=O)Nc1ccc(Br)cc1)N(C)CC(=O)NCc1ccco1,CHEMBL1553580,394.2690000000001,CC1CCC(CC(C)C(C)C(C)CC(C)CCC2CCCC2)CC1,DCM-62949,/tmp/temp/ina_vdni7tn2
LNWHVQWEYRTBHH-UHFFFAOYSA-N,PubChem,CN(C)CCNC(=O)c1ccccc1-c1cc2ccccc2c(=O)o1,CHEMBL1486071,336.3910000000001,CC(C)CCCC(C)C1CCCCC1C1CC(C)C2CCCCC2C1,DCM-30944,/tmp/temp/ina_vdni7tn2
BLWFAEMXLSZWLD-UHFFFAOYSA-N,PubChem,NS(=O)(=O)c1ccc(NC(=O)C2CCCO2)cc1,CHEMBL1422534,270.30999999999995,CC(CC1CCC(C(C)(C)C)CC1)C1CCCC1,DCM-28600,/tmp/temp/ina_vdni7tn2
QGWJVIUATLJYLZ-UHFFFAOYSA-N,PubChem,O=C(COC(=O)CCNS(=O)(=O)c1cccs1)Nc1ccccc1,CHEMBL1399749,368.4360000000001,CC(CCCC(C)(C)C1CCCC1)CCC(C)CC1CCCCC1,DCM-31577,/tmp/temp/ina_vdni7tn2
XBUNZVYXGINTSL-UHFFFAOYSA-N,Novartis,CC(=O)NCc1c(N(C)C)cccc1N(C)C,not found,235.331,CC(C)CCC1C(C(C)C)CCCC1C(C)C,DCM-115232,/tmp/temp/ina_vdni7tn2
PKTBFTZLCXEFDX-UHFFFAOYSA-N,PubChem,COc1cc(C=O)c(Cl)cc1OCC(N)=O,CHEMBL1529416,243.646,CCC1CC(CC)C(CCC(C)C)CC1C,DCM-73940,/tmp/temp/ina_vdni7tn2
BFQCSMZNMWCUFX-UHFFFAOYSA-N,PubChem,C=CCNC(=O)N1CCC(c2nc3ccccc3s2)CC1,CHEMBL1728999,301.415,CCCCC(C)C1CCC(C2CC3CCCCC3C2)CC1,DCM-21588,/tmp/temp/ina_vdni7tn2
XUEXBEYTHRMXCP-UHFFFAOYSA-N,PubChem,Cc1cc(C)c(NC(=O)CN(C)C(=O)c2ccc(OCc3ccccc3)cc2)c(C)c1,CHEMBL1437126,416.5210000000002,CC1CC(C)C(CC(C)CC(C)C(C)C2CCC(CCC3CCCCC3)CC2)C(C)C1,DCM-7335,/tmp/temp/ina_vdni7tn2
YAONOSBQCAJBEZ-UHFFFAOYSA-N,PubChem,CC(C)N1C(=O)CCC1C(=O)N1CCC2(CC1)OCCO2,CHEMBL1894052,296.3670000000001,CC(C)C1C(C)CCC1C(C)C1CCC2(CCCC2)CC1,DCM-92122,/tmp/temp/ina_vdni7tn2
WGMGZABLWMDYLX-UHFFFAOYSA-N,PubChem,CC(C)(C)Cc1c(-c2cccc(Br)c2)nc2ccc(Br)cn12,CHEMBL2354458,422.16400000000016,CC1CCCC(C2CC3CCC(C)CC3C2CC(C)(C)C)C1,DCM-41793,/tmp/temp/ina_vdni7tn2
PGGISUWCHITSFF-UHFFFAOYSA-N,PubChem,CC(=O)N1CCOC12CCN(Cc1ccccc1)CC2,not found,274.364,CC(C)C1CCCC12CCC(CC1CCCCC1)CC2,DCM-104564,/tmp/temp/ina_vdni7tn2
CKMATXNXEMOXBH-UHFFFAOYSA-N,PubChem,O=C(O)c1nn(-c2ccc(F)cc2)ccc1=O,CHEMBL1366785,234.18600000000004,CC1CCC(C2CCC(C)C(C(C)C)C2)CC1,DCM-70132,/tmp/temp/ina_vdni7tn2
VCOFZNUUCJFURG-UHFFFAOYSA-N,PubChem,COC(=O)CCCC(=O)N(C)CC1CCCN(CCc2ccccc2C)C1,CHEMBL2137980,374.5250000000002,CCC(C)CCCC(C)C(C)CC1CCCC(CCC2CCCCC2C)C1,DCM-63583,/tmp/temp/ina_vdni7tn2
OHDJDJUSSGIKQA-UHFFFAOYSA-N,PubChem,COc1ccc2[nH]c(=O)c(CN(C(C)=O)c3cccc(C)c3)cc2c1,CHEMBL1327039,336.3910000000001,CCC1CCC2CC(C)C(CC(C(C)C)C3CCCC(C)C3)CC2C1,DCM-10546,/tmp/temp/ina_vdni7tn2
FDSKTHFLZUWLPV-QOBPCVTDSA-N,PubChem,CC(C)(C)[S+]([O-])N1Cc2cn(Cc3ccccc3)c(=O)cc2[C@H]1CCO,not found,374.50600000000014,CCCC1C2CC(C)C(CC3CCCCC3)CC2CC1C(C)C(C)(C)C,DCM-72520,/tmp/temp/ina_vdni7tn2
RCSDWUPTPXYGFK-UHFFFAOYSA-N,PubChem,COc1ccc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccncc2)cc1,CHEMBL1894991,476.5330000000002,CCC1CCC(C(C(C)CCC(C)C2CCCC2)C(C(C)CC2CCCC2)C2CCCCC2)CC1,DCM-29027,/tmp/temp/ina_vdni7tn2
PBKVPBXGXPGKFN-UHFFFAOYSA-N,PubChem,COCCN(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NC1CCCCC1)c1ccc(F)cc1,CHEMBL1893780,477.5620000000003,CCCCC(C(C)C1CCC(C(C)C)C1C)C(C(C)CC1CCCCC1)C1CCC(C)CC1,DCM-21022,/tmp/temp/ina_vdni7tn2
OQJNKMJIWVSDKA-UHFFFAOYSA-N,PubChem,COc1cccc(-c2ccc(SCC(=O)N3CCOCC3)nn2)c1,CHEMBL1542589,345.42400000000004,CCC1CCCC(C2CCC(CCC(C)C3CCCCC3)CC2)C1,DCM-77855,/tmp/temp/ina_vdni7tn2
FVGRYNSBJIPVIV-UHFFFAOYSA-N,PubChem,CCN(C(=O)CN(C1=NC2CS(=O)(=O)CC2S1)c1ccc(OC)cc1)c1cccc(C)c1,not found,473.6200000000002,CCC1CCC(C(CC(C)C(CC)C2CCCC(C)C2)C2CC3CC(C)(C)CC3C2)CC1,DCM-16445,/tmp/temp/ina_vdni7tn2
OMUGRPAXPCUJSF-UHFFFAOYSA-N,PubChem,CC1CCCCC1NC(=O)Cn1c(CN2CCCCC2)nc2ccccc2c1=O,CHEMBL1612085,396.5350000000004,CC(CC1CCCCC1C)CC1C(CC2CCCCC2)CC2CCCCC2C1C,DCM-10503,/tmp/temp/ina_vdni7tn2
QHVOMEMRCSEBSH-UHFFFAOYSA-N,PubChem,CCCS(=O)(=O)c1cscc1NC(=O)c1c(-c2c(F)cccc2Cl)noc1C,CHEMBL1733255,442.92100000000016,CCCC(C)(C)C1CCCC1CC(C)C1C(C)CCC1C1C(C)CCCC1C,DCM-59767,/tmp/temp/ina_vdni7tn2
USCXTGIKMFXLRI-UHFFFAOYSA-N,PubChem,CC(=O)N1CCN(CC(=O)Nc2c(Cl)ccc(C)c2Cl)CC1,CHEMBL1425619,344.242,CC(CC1CCC(C(C)C)CC1)CC1C(C)CCC(C)C1C,DCM-51587,/tmp/temp/ina_vdni7tn2
XDWNONLZELIBJC-UHFFFAOYSA-N,PubChem,COc1ccc(N(CC(=O)NC2CCCC2)C(=O)C[S+]([O-])CC(=O)Nc2ccc3c(c2)OCO3)cc1,CHEMBL1607569,515.5880000000003,CCC1CCC(C(CC(C)CC2CCCC2)C(C)CC(C)CC(C)CC2CCC3CCCC3C2)CC1,DCM-52408,/tmp/temp/ina_vdni7tn2
LTQGYOWPAQXABD-UHFFFAOYSA-N,PubChem,O=C(COC(=O)CCOc1ccccc1)NCCc1ccccc1,CHEMBL1435840,327.38,CC(CCCC1CCCCC1)CCC(C)CCCC1CCCCC1,DCM-109327,/tmp/temp/ina_vdni7tn2
HDIXVVSVSAKPOC-UHFFFAOYSA-N,PubChem,CCOc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CCN1C(=O)NC2(CCCC2)C1=O,not found,494.57000000000033,CCCC1CCC(C(C)(C)C2CCCCC2)CC1CC(C)CCC1C(C)CC2(CCCC2)C1C,DCM-15804,/tmp/temp/ina_vdni7tn2
DJHOEOZXGCGNIG-UHFFFAOYSA-N,PubChem,N#CC12CCCCC1CC1CCCCC1(C#N)N2N,CHEMBL1377550,258.3689999999999,CCC12CCCCC1CC1CCCCC1(CC)C2C,DCM-60792,/tmp/temp/ina_vdni7tn2
ZIHCHXBJSWRPJD-UHFFFAOYSA-N,PubChem,CCOC(=O)c1ccccc1NC(=O)CSc1nc2[nH][nH]cc-2c(=O)n1,CHEMBL1698895,373.394,CCCC(C)C1CCCCC1CC(C)CCC1CC(C)C2CCCC2C1,DCM-77838,/tmp/temp/ina_vdni7tn2
NKWQKUFXMMJQHI-UHFFFAOYSA-N,PubChem,CC(C)C(=O)NC(Nc1ccc(S(N)(=O)=O)cc1)C(Cl)(Cl)Cl,CHEMBL1385104,388.7040000000001,CC(C)C(C)CC(CC1CCC(C(C)(C)C)CC1)C(C)(C)C,DCM-83697,/tmp/temp/ina_vdni7tn2
GPXUPTGDYDNUQV-UHFFFAOYSA-N,PubChem,COc1ccc(Cl)cc1NC(=O)CN1CCCCCC1,CHEMBL1346031,296.79800000000006,CCC1CCC(C)CC1CC(C)CC1CCCCCC1,DCM-82582,/tmp/temp/ina_vdni7tn2
ILPYJYAKMZVTSP-UHFFFAOYSA-N,PubChem,Cc1ccc(S(=O)(=O)NCCC(=O)OCC(=O)N2CCCC2=O)cc1C,CHEMBL1864265,382.4380000000001,CC(CCCC(C)(C)C1CCC(C)C(C)C1)CCC(C)C1CCCC1C,DCM-112863,/tmp/temp/ina_vdni7tn2
